Country Name,P2014,TMI,TFR, EVT , EVH , EVM , REG , ARE ,INC,OOS,TNT,TSB,ABS,GDP,IPC,ISR,MCS,TDS
Ghana,26786598,44.2,4.17,61.31,60.36,62.31,Sub-Saharan Africa,Africa,1066.799064,11.05675,32.747,0,40.90973016,1441.636453,15.49316807,18.9,114.8194789,2.400000095
Greece,10869637,3.7,1.3,81.29,78.7,84,Europe & Central Asia,Europe,0,0,8.5,0,31.21644686,21672.67177,-1.312242411,63.21,110.2644638,26.29999924
Greenland,56295,,2.04,,,,Europe & Central Asia,Europe,0,0,14.3,0,0.000535997,43364.88285,0,66.7,106.3606466,0
Grenada,106349,11.1,2.15,73.37,71,75.85,Latin America & Caribbean,America,0,0,19.205,0,49.97058824,8573.694067,-0.946757299,37.38,110.204792,0
Guam,167543,,2.39,79.13,76.57,81.81,East Asia & Pacific,Asia & Oceania,0,0,17.287,0,46.2962963,0,0,69.27,0,0
Guatemala,16015494,25.1,3.21,71.72,68.28,75.34,Latin America & Caribbean,America,3158.240408,26.54355,27.112,0,33.37439343,3673.135843,3.418361697,23.4,106.6337703,2.900000095
Guinea,12275527,62.8,5.01,58.73,58.27,59.22,Sub-Saharan Africa,Africa,352.3553291,51.90225,36.875,0,26.04590591,539.615775,9.713977334,1.72,72.09875075,1.799999952
Guinea-Bissau,1800513,62.4,4.84,55.16,53.42,56.99,Sub-Saharan Africa,Africa,445.0084527,0,37.097,0,70.48364154,567.8226103,-1.509244606,3.32,63.48369055,6.900000095
Guyana,763893,32.6,2.56,66.41,64.16,68.76,Latin America & Caribbean,America,3424.214899,0,19.065,0,84.00304801,4053.901904,0.920769724,37.35,70.53891053,11.10000038
Haiti,10572029,53.5,3.03,62.75,60.67,64.93,Latin America & Caribbean,America,767.8549188,0,24.951,0,3.54862119,824.1597732,4.566173531,11.4,64.70745958,6.800000191
Honduras,7961680,18,2.38,73.14,70.68,75.71,Latin America & Caribbean,America,2025.421581,27.32515,21.203,0,42.11278935,2434.827162,6.129249303,19.08,93.51563642,3.900000095
"Hong Kong SAR, China",7241700,,1.23,83.98,81.2,86.9,East Asia & Pacific,Asia & Oceania,0,4.11159,8.6,0,0,40169.54364,4.430929626,74.56,233.6151774,3.200000048
Hungary,9863183,5.3,1.35,75.87,72.8,79.1,Europe & Central Asia,Europe,10968.56698,0,9.5,0,22.80349056,14026.57437,-0.222315061,76.13,118.0538283,7.800000191
Iceland,327386,1.6,1.93,82.06,80.5,83.7,Europe & Central Asia,Europe,0,0,13.4,0,0.477805486,52036.73181,2.034999715,98.16,111.0801927,5
India,1295291543,39.3,2.43,68.01,66.61,69.49,South Asia,Asia & Oceania,1352.059115,0,19.952,22.7,23.71311622,1581.510703,6.353194544,18,74.48376991,3.599999905
Indonesia,254454778,23.6,2.46,68.89,66.87,71.01,East Asia & Pacific,Asia & Oceania,3120.914861,0,19.955,0,50.61598503,3491.929717,6.394925408,17.14,128.7844341,6.199999809
"Iran, Islamic Rep.",78143644,13.9,1.71,75.39,74.3,76.53,Middle East & North Africa,Asia & Oceania,0,1.58778,17.544,0,6.565337263,5442.874771,17.23535868,39.35,87.79273111,12.80000019
Iraq,34812326,27.2,4.57,69.4,67.23,71.68,Middle East & North Africa,Asia & Oceania,4464.786131,0,34.594,0,1.89952109,6420.139809,2.235974079,11.3,94.9127868,16.39999962
Ireland,4615693,3.1,1.96,81.15,79.3,83.1,Europe & Central Asia,Europe,38648.61115,0,14.4,0,10.86282479,54339.31756,0.196785831,79.69,105.0675811,11.60000038
Isle of Man,87127,,,,,,Europe & Central Asia,Europe,0,0,0,0,6.070175439,0,0,0,0,0
Israel,8215700,3.3,3.08,82.15,80.3,84.1,Middle East & North Africa,Asia & Oceania,31730.15662,0,21.3,0,7.52310536,37206.18294,0.475956015,71.45,121.4506526,6.099999905
Italy,60789140,3,1.39,82.69,80.3,85.2,Europe & Central Asia,Europe,28734.57943,0,8.3,0,31.42449174,35222.7606,0.241057543,61.96,154.29181,12.5
Jamaica,2720554,13.9,2.05,75.65,73.31,78.11,Latin America & Caribbean,America,4525.255601,17.30554,13.54,0,30.98614958,5106.077464,8.290005777,40.5,107.3835311,13.19999981
Japan,127131800,2.1,1.42,83.59,80.5,86.83,East Asia & Pacific,Asia & Oceania,29768.47385,0,8,0,68.4649989,36194.41561,2.748854644,90.58,120.2329983,3.700000048
Jordan,6607000,15.8,3.42,74.05,72.42,75.77,Middle East & North Africa,Asia & Oceania,4881.830511,0,27.052,0,1.09822032,5422.570876,2.891566265,44,147.803889,11.10000038
Kazakhstan,17289224,13.5,2.74,71.62,67.12,75.94,Europe & Central Asia,Asia & Oceania,8198.971362,0,23.13,0,1.225691744,12601.62112,6.71830658,54.89,172.1913053,4.099999905
Kenya,44863583,36.6,4.33,61.58,59.85,63.39,Sub-Saharan Africa,Africa,1226.600774,0,34.636,0,7.689496433,1358.262219,6.877498097,43.4,73.84324808,9.199999809
Kiribati,110470,44.6,3.73,65.95,62.82,69.24,East Asia & Pacific,Asia & Oceania,2662.770036,0,28.8,0,15,1509.521187,0,12.25,17.41355756,0
"Korea, Dem. People’s Rep.",25026772,20.7,1.98,70.07,66.66,73.66,East Asia & Pacific,Asia & Oceania,0,0,14.349,0,42.83697367,0,0,0,11.18810123,4.099999905
"Korea, Rep.",50423955,3,1.21,82.16,78.99,85.48,East Asia & Pacific,Asia & Oceania,22712.44849,0.5679,8.6,0,63.52574231,27970.49515,1.272406427,84.33,115.7099812,3.5
Kosovo,1823149,,2.1,71.1,69,73.3,Europe & Central Asia,Europe,0,0,17.4,0,0,4051.648361,0,0,0,0
Kuwait,3753121,7.7,2.11,74.59,73.47,75.76,Middle East & North Africa,Asia & Oceania,33914.50465,0,20.064,0,0.350729517,43593.70202,2.908900929,78.7,218.4302852,3
Kyrgyz Republic,5835500,20.1,3.2,70.4,66.5,74.5,Europe & Central Asia,Europe,977.9833588,8.3221,27.7,0,3.362877998,1268.856604,7.534247298,28.3,134.4608681,8.100000381
Lao PDR,6689300,52.3,2.99,66.12,64.77,67.53,East Asia & Pacific,Asia & Oceania,1309.176968,20.88489,26.666,0,80.46897747,1793.470494,4.13522637,14.26,66.99333256,1.399999976
Latvia,1993782,7.2,1.52,74.19,69.7,78.9,Europe & Central Asia,Europe,11743.49246,0,10.9,0,53.95722785,15692.19156,0.60851927,75.83,116.7991354,10
Lebanon,4546774,7.3,1.71,79.37,77.58,81.26,Middle East & North Africa,Asia & Oceania,8808.582977,0,15.192,0,13.41348974,10057.88836,0.749718611,74.7,88.34778452,6.400000095
Lesotho,2109197,70.5,3.19,49.7,49.58,49.82,Sub-Saharan Africa,Africa,1116.716396,22.94191,28.644,0,1.581027668,1034.185288,5.340361677,11,85.02248618,26.20000076
Liberia,4396554,54.7,4.72,60.83,59.87,61.85,Sub-Saharan Africa,Africa,248.8929073,22.74355,35.051,0,43.6980897,457.8585865,9.826358043,5.41,73.35344914,3.799999952
Libya,6258984,11.9,2.47,71.72,68.94,74.63,Middle East & North Africa,Africa,5091.164334,0,20.887,0,0.123327688,6573.386737,0,17.76,161.1206099,19.20000076
Liechtenstein,37286,,1.45,82.26,80.7,83.9,Europe & Central Asia,Europe,0,0,9.9,0,43.125,0,0,95.21,109.2971985,0
Lithuania,2932367,3.6,1.59,73.97,68.6,79.6,Europe & Central Asia,Europe,13450.36545,0,10.4,0,34.75069805,16489.72898,0.106494137,72.13,147.0432509,11.30000019
Luxembourg,556319,1.6,1.55,82.21,80.5,84,Europe & Central Asia,Europe,62282.8373,0,10.9,0,33.47490347,116612.8842,0.629749069,94.67,149.4892513,6.099999905
"Macao SAR, China",577914,,1.24,80.55,78.44,82.78,East Asia & Pacific,Asia & Oceania,0,13.81756,11.514,0,0,96038.05072,6.04090194,69.78,322.5915365,1.5
"Macedonia, FYR",2075625,5.2,1.52,75.34,73.1,77.7,Europe & Central Asia,Europe,4322.006009,0,11.253,0,39.57176844,5455.594889,-0.28101807,68.06,105.5019507,27.89999962
Madagascar,23571713,37,4.41,65.09,63.61,66.64,Sub-Saharan Africa,Africa,377.8084271,0,34.456,0,21.46613957,449.4008297,6.080595483,3.7,41.20948014,3.599999905
Malawi,16695253,45.1,5.13,62.72,61.75,63.75,Sub-Saharan Africa,Africa,196.4275929,20.48823,38.98,24.2,33.57021638,255.0445696,24.43367815,5.83,33.46880863,7.5
Malaysia,29901997,6.2,1.94,74.72,72.43,77.12,East Asia & Pacific,Asia & Oceania,8379.750324,0,16.811,0,67.51118551,11307.06495,3.142990509,67.5,148.8298489,2
Maldives,401000,7.8,2.12,76.77,75.81,77.79,South Asia,Asia & Oceania,5888.723028,0,21.195,0,3.333333333,7635.484151,2.120113096,49.28,189.3831136,11.60000038
Mali,17086022,75.9,6.23,57.99,58.18,57.79,Sub-Saharan Africa,Africa,556.0436329,46.57147,43.52,0,3.928896319,704.50744,0.895009182,7,149.0691312,8.100000381
Malta,427364,5.2,1.38,81.75,79.6,84,Middle East & North Africa,Asia & Oceania,0,12.53965,9.8,0,1.09375,0,0.311500058,73.17,126.9868835,5.900000095
Marshall Islands,52898,30.2,,,,,East Asia & Pacific,Asia & Oceania,0,0,0,0,70.22222222,3529.748303,0,16.8,29.37163647,0
Mauritania,3969625,66.1,4.6,63.02,61.56,64.55,Sub-Saharan Africa,Africa,765.6652518,0,33.399,28.9,0.221208887,1274.976949,3.535218852,10.7,94.19928487,31
Mauritius,1260934,12.2,1.43,74.19,70.97,77.58,Sub-Saharan Africa,Africa,8870.046835,0,10.6,0,18.99507389,10016.64864,3.21769192,41.44,132.2498241,7.699999809
Mexico,125385833,11.9,2.24,76.72,74.36,79.21,Latin America & Caribbean,America,8360.71983,0,18.79,0,34.01918774,10325.64607,4.018617202,44.39,82.22000923,4.900000095
"Micronesia, Fed. Sts.",104044,29.4,3.24,69.1,68.14,70.11,East Asia & Pacific,Asia & Oceania,0,0,23.531,0,91.77142857,3057.091025,0,29.65,0,0
Moldova,3556397,13.9,1.26,71.46,67.43,75.68,Europe & Central Asia,Europe,2259.14661,0,10.725,0,12.29927007,2238.901774,5.088785832,46.6,107.9952216,3.400000095
Monaco,37623,2.9,,,,,Europe & Central Asia,Europe,0,0,0,0,0,0,0,92.4,88.46477171,0
Mongolia,2909871,19.9,2.66,69.46,65.28,73.86,East Asia & Pacific,Asia & Oceania,3142.599801,0.44194,23.949,0,8.14264013,4129.373548,13.02464811,27,105.0609857,4.800000191
Montenegro,621810,4.6,1.69,76.18,74.07,78.4,Europe & Central Asia,Europe,0,0,11.612,0,61.48698885,7378.345289,-0.710514052,61,163.0293689,19.10000038
Morocco,33921203,24.6,2.52,74.02,73.02,75.06,Middle East & North Africa,Africa,2709.600822,0,20.75,0,12.63723952,3190.310444,0.435456491,56.8,131.713056,10.19999981
Mozambique,27216276,58.5,5.36,55.03,53.58,56.54,Sub-Saharan Africa,Africa,510.7649583,44.34,39.256,0,48.5088634,585.6226826,2.559748758,5.94,69.81699867,22.60000038
